municipio,familia,epi_year,epi_week,prob_pressao_alta_proxima_janela,limiar_operacional,acima_limiar,faixa_pressao_predita,indice_pressao_proxy_atual,tests,drivers,tipo_sinal,metodo,modelo_versao
ARAPOTI,arbovirose,2025,8,0.0214,0.5499999999999999,False,baixa,0.74,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ARAME,arbovirose,2025,20,0.0214,0.5499999999999999,False,baixa,0.73,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ARAGUATINS,arbovirose,2025,15,0.0214,0.5499999999999999,False,baixa,0.61,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ARAGUAINA,arbovirose,2025,6,0.0214,0.5499999999999999,False,baixa,0.94,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PEDREIRAS,arbovirose,2025,5,0.0214,0.5499999999999999,False,baixa,0.82,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PEDRA BRANCA DO AMAPARI,arbovirose,2025,18,0.0214,0.5499999999999999,False,baixa,0.91,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PEDRA AZUL,arbovirose,2025,1,0.0214,0.5499999999999999,False,baixa,1.9,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PAULICEIA,arbovirose,2025,3,0.0214,0.5499999999999999,False,baixa,0.95,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PATOS,arbovirose,2025,18,0.0214,0.5499999999999999,False,baixa,0.54,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PARECIS,arbovirose,2025,16,0.0214,0.5499999999999999,False,baixa,0.49,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
POMERODE,arbovirose,2025,24,0.0214,0.5499999999999999,False,baixa,0.98,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PEROBAL,arbovirose,2024,37,0.0214,0.5499999999999999,False,baixa,8.6,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PERI MIRIM,arbovirose,2024,25,0.0214,0.5499999999999999,False,baixa,1.12,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PELOTAS,arbovirose,2025,12,0.0214,0.5499999999999999,False,baixa,0.46,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PINHEIRINHO DO VALE,arbovirose,2025,7,0.0214,0.5499999999999999,False,baixa,1.32,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PACAJA,arbovirose,2025,18,0.0214,0.5499999999999999,False,baixa,0.91,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
OURICURI,arbovirose,2025,23,0.0214,0.5499999999999999,False,baixa,0.77,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTO DE PEDRAS,arbovirose,2025,17,0.0214,0.5499999999999999,False,baixa,0.4,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTO CALVO,arbovirose,2025,23,0.0214,0.5499999999999999,False,baixa,0.77,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTO AMAZONAS,arbovirose,2024,21,0.0214,0.5499999999999999,False,baixa,0.75,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTO ACRE,arbovirose,2025,9,0.0214,0.5499999999999999,False,baixa,0.47,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PARAISO,arbovirose,2025,16,0.0214,0.5499999999999999,False,baixa,0.49,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PARAGUACU PAULISTA,arbovirose,2024,33,0.0214,0.5499999999999999,False,baixa,1.18,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PALMEIRAS DE GOIAS,arbovirose,2026,13,0.0214,0.5499999999999999,False,baixa,0.82,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PALMEIRA D''OESTE,arbovirose,2025,21,0.0214,0.5499999999999999,False,baixa,0.73,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ASSIS,arbovirose,2025,7,0.0214,0.5499999999999999,False,baixa,1.32,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
VALE DE SAO DOMINGOS,arbovirose,2025,12,0.0214,0.5499999999999999,False,baixa,0.46,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
URUCARA,arbovirose,2025,20,0.0214,0.5499999999999999,False,baixa,0.73,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
URBANO SANTOS,arbovirose,2025,20,0.0214,0.5499999999999999,False,baixa,0.73,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
UNIAO DOS PALMARES,arbovirose,2025,33,0.0214,0.5499999999999999,False,baixa,1.59,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
UNIAO DO SUL,hepatite,2025,34,0.0214,0.2,False,baixa,5.71,1,indice_pressao_proxy=5.71 (imp=0.0872); tests_ma8=1.17 (imp=0.103); tests_lag1=1 (imp=0.0278); tests_ma4=1.25 (imp=0.0162); tests=1 (imp=0.0128),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
UBATUBA,arbovirose,2024,30,0.0214,0.5499999999999999,False,baixa,1.09,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BALNEARIO CAMBORIU,arbovirose,2025,12,0.0214,0.5499999999999999,False,baixa,0.77,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BAIAO,arbovirose,2025,8,0.0214,0.5499999999999999,False,baixa,0.74,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
AUGUSTO CORREA,arbovirose,2025,13,0.0214,0.5499999999999999,False,baixa,0.48,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
AUGUSTINOPOLIS,arbovirose,2025,18,0.0214,0.5499999999999999,False,baixa,0.91,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA CRIXAS,arbovirose,2025,7,0.0214,0.5499999999999999,False,baixa,1.32,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA CANAA PAULISTA,arbovirose,2025,8,0.0214,0.5499999999999999,False,baixa,0.74,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTO NACIONAL,arbovirose,2025,8,0.0214,0.5499999999999999,False,baixa,0.74,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTO FRANCO,arbovirose,2025,18,0.0214,0.5499999999999999,False,baixa,0.54,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA PRATA,arbovirose,2025,5,0.0214,0.5499999999999999,False,baixa,0.82,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA OLINDA DO MARANHAO,arbovirose,2025,6,0.0214,0.5499999999999999,False,baixa,0.94,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
OSORIO,arbovirose,2025,4,0.0214,0.5499999999999999,False,baixa,1.04,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
OSASCO,arbovirose,2025,4,0.0214,0.5499999999999999,False,baixa,0.63,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ORLEANS,arbovirose,2025,26,0.0214,0.5499999999999999,False,baixa,1.02,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ORIENTE,arbovirose,2025,10,0.0214,0.5499999999999999,False,baixa,0.85,4,tests=4 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
OLIMPIA,arbovirose,2025,6,0.0214,0.5499999999999999,False,baixa,0.94,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MORPARA,arbovirose,2025,5,0.0214,0.5499999999999999,False,baixa,0.82,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOSSA SENHORA DE NAZARE,arbovirose,2025,14,0.0214,0.5499999999999999,False,baixa,0.73,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PRESIDENTE FIGUEIREDO,arbovirose,2025,7,0.0214,0.5499999999999999,False,baixa,1.32,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PRAIA GRANDE,arbovirose,2025,6,0.0214,0.5499999999999999,False,baixa,0.94,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
POXOREO,hepatite,2025,19,0.0214,0.2,False,baixa,2.14,1,indice_pressao_proxy=2.14 (imp=0.0872); tests_ma8=1 (imp=0.103); tests_lag1=1 (imp=0.0278); tests_ma4=1 (imp=0.0162); tests=1 (imp=0.0128),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
POUSO ALEGRE,arbovirose,2025,17,0.0214,0.5499999999999999,False,baixa,0.4,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
POSSE,arbovirose,2025,21,0.0214,0.5499999999999999,False,baixa,0.73,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA AURORA,arbovirose,2024,23,0.0214,0.5499999999999999,False,baixa,1.2,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA IPIXUNA,arbovirose,2025,5,0.0214,0.5499999999999999,False,baixa,0.82,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA FATIMA,arbovirose,2025,7,0.0214,0.5499999999999999,False,baixa,1.32,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA ESPERANCA,arbovirose,2024,33,0.0214,0.5499999999999999,False,baixa,1.18,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MISSAL,arbovirose,2024,27,0.0214,0.5499999999999999,False,baixa,1.15,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MIRASSOL,arbovirose,2024,27,0.0214,0.5499999999999999,False,baixa,1.15,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
QUIXERAMOBIM,arbovirose,2025,20,0.0214,0.5499999999999999,False,baixa,0.44,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
QUIRINOPOLIS,arbovirose,2025,8,0.0214,0.5499999999999999,False,baixa,0.74,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
QUEBRANGULO,arbovirose,2025,4,0.0214,0.5499999999999999,False,baixa,0.63,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
QUATRO PONTES,arbovirose,2025,23,0.0214,0.5499999999999999,False,baixa,1.28,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PRESIDENTE PRUDENTE,arbovirose,2025,1,0.0214,0.5499999999999999,False,baixa,1.14,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NISIA FLORESTA,arbovirose,2025,7,0.0214,0.5499999999999999,False,baixa,1.32,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NAVIRAI,arbovirose,2025,19,0.0214,0.5499999999999999,False,baixa,0.41,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MORRINHOS,arbovirose,2025,3,0.0214,0.5499999999999999,False,baixa,0.95,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ASSIS BRASIL,arbovirose,2025,8,0.0214,0.5499999999999999,False,baixa,0.74,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARRA,arbovirose,2025,7,0.0214,0.5499999999999999,False,baixa,1.32,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARCELOS,arbovirose,2025,2,0.0214,0.5499999999999999,False,baixa,0.99,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TUPANCIRETA,arbovirose,2025,11,0.0214,0.5499999999999999,False,baixa,0.5,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TRES CACHOEIRAS,arbovirose,2024,24,0.0214,0.5499999999999999,False,baixa,0.65,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TRACUATEUA,arbovirose,2025,16,0.0214,0.5499999999999999,False,baixa,0.49,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BATATAIS,arbovirose,2025,26,0.0214,0.5499999999999999,False,baixa,1.71,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BATALHA,arbovirose,2025,29,0.0214,0.5499999999999999,False,baixa,1.01,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARROLANDIA,arbovirose,2025,14,0.0214,0.5499999999999999,False,baixa,0.73,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARREIRINHAS,arbovirose,2024,22,0.0214,0.5499999999999999,False,baixa,1.91,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARREIRAS,arbovirose,2025,7,0.0214,0.5499999999999999,False,baixa,1.75,4,tests=4 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MANOEL RIBAS,arbovirose,2025,12,0.0214,0.5499999999999999,False,baixa,0.46,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MANGUEIRINHA,arbovirose,2025,3,0.0214,0.5499999999999999,False,baixa,0.95,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RINOPOLIS,arbovirose,2025,4,0.0214,0.5499999999999999,False,baixa,0.83,4,tests=4 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RENASCENCA,arbovirose,2025,21,0.0214,0.5499999999999999,False,baixa,0.73,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RANCHO ALEGRE,arbovirose,2024,29,0.0214,0.5499999999999999,False,baixa,1.37,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MARECHAL CANDIDO RONDON,arbovirose,2024,26,0.0214,0.5499999999999999,False,baixa,0.71,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MARAU,arbovirose,2025,18,0.0214,0.5499999999999999,False,baixa,0.91,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MARANHAOZINHO,arbovirose,2024,23,0.0214,0.5499999999999999,False,baixa,2.0,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
