municipio,target,epi_year,epi_week,metric,valor_atual,baseline_ma8,z_proxy,tipo_anomalia,severidade,acao_sugerida,modelo_versao
ARAPUTANGA,hepatite_c_hcv,2026,10,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ARAPUTANGA,zika,2025,34,positividade,0.0,0.09375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ARENAPOLIS,chikungunya,2025,34,positividade,0.0,0.33125000000000004,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ARENAPOLIS,dengue,2025,34,positividade,0.0,0.24375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ARENAPOLIS,leptospira,2025,33,positividade,0.0,0.41666666666666663,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ARIPUANA,zika,2025,22,positividade,0.0,0.0625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ARIQUEMES,chikungunya,2025,19,positividade,0.0,0.29166666666666663,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ARIQUEMES,dengue,2025,19,positividade,0.0,0.07142857142857142,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ARIQUEMES,zika,2025,19,positividade,0.0,0.047619047619047616,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
BARAO DE MELGACO,chikungunya,2025,17,positividade,0.0,0.4125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
BARAO DE MELGACO,dengue,2025,17,positividade,0.0,0.03125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
BARRA DO BUGRES,hepatite_b_hbv,2026,7,positividade,0.0,0.75,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
BARRA DO BUGRES,hepatite_c_hcv,2026,8,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
BARRA DO BUGRES,pesquisa_de_multipatogenos_ist,2026,20,positividade,0.0,0.1,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
BARRA DO BUGRES,tuberculose_cultura,2025,13,positividade,0.0,0.35714285714285715,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
BARRA DO GARCAS,dengue,2025,32,positividade,0.0,0.08125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
